id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FCFAB,Mount Brydges,Locality,Populated Place,UNP,42.9084700,-81.4951500,Middlesex,2001-01-01
FCFAD,Mount Carmel,Dispersed Rural Community,Populated Place,UNP,42.0963700,-82.5965400,Essex,1958-12-04
FCFAE,Mount Carmel,Dispersed Rural Community,Populated Place,UNP,44.1305555,-77.0750000,Prince Edward,1932-05-31
FCFAF,Mount Carmel,Dispersed Rural Community,Populated Place,UNP,44.0263888,-78.8872222,Durham,1950-05-04
FCFAG,Mount Carmel,Dispersed Rural Community,Populated Place,UNP,42.9369444,-79.5238889,Haldimand,1971-01-28
FEDAL,Mount Carmel,Dispersed Rural Community,Populated Place,UNP,43.2544445,-81.6169444,Huron,1989-12-31
FCFAH,Mount Charles,Dispersed Rural Community,Populated Place,UNP,43.6752000,-79.6740400,Peel,1950-05-04
FCFAI,Mount Chesney,Dispersed Rural Community,Populated Place,UNP,44.3380556,-76.4500000,Frontenac,1950-04-06
FAYKM,Mount Dennis,Urban Community,Populated Place,UNP,43.6869445,-79.4891666,York,1979-10-02
FCFAK,Mount Elgin,Dispersed Rural Community,Populated Place,UNP,42.9586111,-80.7922223,Oxford,1950-06-02
FCFAL,Mount Forest,Community,Populated Place,UNP,43.9816667,-80.7366667,Wellington,1999-01-01
FCFAN,Mount Healy,Dispersed Rural Community,Populated Place,UNP,43.0012800,-79.8783600,Haldimand,1937-12-07
FCFAO,Mount Hope,Compact Rural Community,Populated Place,UNP,43.1556600,-79.9152000,Wentworth,1937-12-07
FCFAP,Mount Hope,Dispersed Rural Community,Populated Place,UNP,44.4140200,-81.2312200,Bruce,1950-07-06
FCFAQ,Mount Horeb,Dispersed Rural Community,Populated Place,UNP,44.2570600,-78.6553900,Durham,1951-01-17
FCFAR,Mount Irwin,Dispersed Rural Community,Populated Place,UNP,44.7593600,-78.5437400,Peterborough,1953-11-05
FCFAS,Mount Joy,Urban Community,Populated Place,UNP,43.8880556,-79.2630556,York,1950-05-04
FCFAV,Mount Julian,Dispersed Rural Community,Populated Place,UNP,44.5658333,-78.1377778,Peterborough,1953-11-05
FCFAZ,Mount MacDonald,Dispersed Rural Community,Populated Place,UNP,47.7838889,-80.1275000,Timiskaming,1950-03-02
FIECV,Mount Moriah Conservation Reserve,Conservation Reserve,Administrative Area,PARK,44.7118760,-77.4421780,Hastings,2003-12-31
FCFBB,Mount Nemo,Dispersed Rural Community,Populated Place,UNP,43.4080555,-79.8747222,Halton,1980-01-16
FIESW,Mount Nemo Conservation Area,Conservation Area,Administrative Area,PARK,43.4181410,-79.8815060,Halton,
FCFBJ,Mount Pleasant,Compact Rural Community,Populated Place,UNP,44.2605556,-78.4950000,Peterborough,1952-01-17
FCFBK,Mount Pleasant,Dispersed Rural Community,Populated Place,UNP,44.2422222,-77.0313889,Lennox and Addington,1932-05-31
FCFBL,Mount Pleasant,Dispersed Rural Community,Populated Place,UNP,44.2280000,-79.3951600,York,1950-05-04
FCFBN,Mount Pleasant,Dispersed Rural Community,Populated Place,UNP,43.3725000,-81.2736111,Perth,1950-07-06
FCFBO,Mount Pleasant,Dispersed Rural Community,Populated Place,UNP,43.0763889,-80.3138889,Brant,1950-07-06
FEAZO,Mount Pleasant,Dispersed Rural Community,Populated Place,UNP,44.3055556,-77.6225000,Hastings,1974-09-11
FCFBM,Mount Pleasant,Urban Community,Populated Place,UNP,43.6765600,-79.8185700,Peel,1977-09-23
FCFBP,Mount Salem,Dispersed Rural Community,Populated Place,UNP,42.7123300,-80.9340700,Elgin,1950-07-06
FCFBW,Mount St. Louis,Dispersed Rural Community,Populated Place,UNP,44.6058333,-79.7013889,Simcoe,1932-07-06
FCFBX,Mount St. Patrick,Dispersed Rural Community,Populated Place,UNP,45.3348600,-76.8810900,Renfrew,1937-12-07
FCFBV,Mount Stephen,Dispersed Rural Community,Populated Place,UNP,44.7466667,-79.5813889,Simcoe,1949-03-03
FCFBZ,Mount Vernon,Dispersed Rural Community,Populated Place,UNP,42.8830556,-80.9263889,Elgin,1965-06-28
FCFCA,Mount Vernon,Urban Community,Populated Place,UNP,43.1116900,-80.3965500,Brant,1974-07-09
FEIJE,Mount View,Dispersed Rural Community,Populated Place,UNP,43.8998700,-80.4314300,Wellington,1936-10-06
FCFCE,Mount Zion,Dispersed Rural Community,Populated Place,UNP,43.9691667,-79.0641667,Durham,1965-05-31
FCFCF,Mount Zion,Dispersed Rural Community,Populated Place,UNP,44.1463889,-77.6297222,Northumberland,1958-12-04
FDILV,Mountain,Geographic Township,Administrative Area,GEOG,45.0515700,-75.4362500,Dundas,1962-12-31
FCEWP,Mountain,Compact Rural Community,Populated Place,UNP,45.0335100,-75.4958000,Dundas,1950-01-16
FCEXA,Mountain Chutes,Dispersed Rural Community,Populated Place,UNP,47.6460000,-80.1644500,Timiskaming,1968-10-16
FEIIY,Mountain Gardens,Urban Community,Populated Place,UNP,43.3555555,-79.8244444,Halton,1980-01-16
FCEXF,Mountain Grove,Compact Rural Community,Populated Place,UNP,44.7359700,-76.8458900,Frontenac,1939-12-12
FCEXK,Mountain Lake,Dispersed Rural Community,Populated Place,UNP,47.6492800,-80.2196200,Timiskaming,1968-10-16
FCEZV,Mountain View,Compact Rural Community,Populated Place,UNP,44.0753900,-77.3683600,Prince Edward,1932-05-31
FCEZU,Mountain View,Dispersed Rural Community,Populated Place,UNP,46.0650000,-77.4725000,Renfrew,1965-04-26
FCEZW,Mountain View Beach,Dispersed Rural Community,Populated Place,UNP,44.6460100,-79.9820200,Simcoe,1949-03-03
FDILY,Mountbatten,Geographic Township,Administrative Area,GEOG,47.7140400,-83.0487600,Sudbury,1962-12-31
FESZV,Mountbatten 76A,Indian Reserve,Administrative Area,IR,47.7141670,-83.0497220,Sudbury,
FDIMA,Mountjoy,Geographic Township,Administrative Area,GEOG,48.4792400,-81.3637200,Cochrane,1989-05-19
FDSVB,Mountjoy,Urban Community,Populated Place,UNP,48.4778500,-81.3623300,Cochrane,1978-11-22
FIEUX,Mountjoy Historical Conservation Area,Conservation Area,Administrative Area,PARK,48.4772740,-81.3530300,Mountjoy,
FCFBR,Mountsberg,Dispersed Rural Community,Populated Place,UNP,43.4348600,-80.0418300,Wentworth,1949-07-07
FEPQH,Mountsberg Conservation Area,Conservation Area,Administrative Area,PARK,43.4596480,-80.0302080,,
FDIMD,Mowat,Geographic Township,Administrative Area,GEOG,45.9220800,-80.4340100,Parry Sound,1962-12-31
FCFDA,Mowat,Railway Point,Populated Place,UNP,45.8616666,-80.4747222,Parry Sound,1950-10-05
FCFDH,Mowat Landing,Dispersed Rural Community,Populated Place,UNP,47.4723800,-79.9781100,Timiskaming,1950-11-02
FEZZM,Mowat Township Hemlock Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.9639650,-80.4581070,Parry Sound,2001-12-18
FDIME,Mowbray,Geographic Township,Administrative Area,GEOG,49.9083333,-82.1694445,Cochrane,1962-12-31
FEDKF,Moxam's Landing,Locality,Populated Place,UNP,46.3736111,-81.0858334,Sudbury,1983-07-27
FEZZJ,Mozhabong Lake Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.9450550,-82.0743320,Algoma; Sudbury,2001-01-15
FEQPY,Mud Lake,Locality,Populated Place,UNP,45.5680555,-77.1783334,Renfrew,1966-12-29
FIEVI,Mud Lake Conservation Area,Conservation Area,Administrative Area,PARK,42.9295940,-79.2546840,Niagara,
FIECZ,Mud Lake/Creek Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.7256480,-77.0288060,Renfrew,2003-12-31
FCFGI,Mud River,Dispersed Rural Community,Populated Place,UNP,50.3174090,-88.5205910,Thunder Bay,1960-07-07
FIEDB,Mudcat Lake Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.4799180,-79.9640400,Field,2002-12-31
FCFHC,Muir,Dispersed Rural Community,Populated Place,UNP,43.1148800,-80.5951800,Oxford,1950-06-02
FCFHE,Muirkirk,Dispersed Rural Community,Populated Place,UNP,42.5159900,-81.7742700,Kent,1948-04-19
FDINB,Mulcahy,Geographic Township,Administrative Area,GEOG,50.9741667,-94.2455555,Kenora,1962-12-31
FDINC,Muldrew,Geographic Township,Administrative Area,GEOG,47.0194444,-81.6447222,Sudbury,1962-12-31
FEZZP,Muldrew Barrens Conservation Reserve,Conservation Reserve,Administrative Area,PARK,44.8822180,-79.3812520,Muskoka,2001-12-18
FCFIB,Muldrew Lake,Dispersed Rural Community,Populated Place,UNP,44.8786111,-79.4100000,Muskoka,1950-08-02
FCFIH,Mulgrave,Dispersed Rural Community,Populated Place,UNP,42.9180556,-79.0927778,Niagara,1951-01-17
FCFII,Mulhern,Urban Community,Populated Place,UNP,43.1052778,-79.1275000,Niagara,1953-01-28
FDIND,Mulholland,Geographic Township,Administrative Area,GEOG,50.6869445,-81.7850000,Cochrane,1962-12-31
FCFIK,Mull,Dispersed Rural Community,Populated Place,UNP,42.4000200,-81.9893000,Kent,1950-05-04
FDKTM,Mullifarry,Dispersed Rural Community,Populated Place,UNP,42.9808600,-81.6657000,Middlesex,1973-10-13
FDINE,Mulligan,Geographic Township,Administrative Area,GEOG,47.8831400,-79.5684400,Timiskaming,1962-12-31
FDINH,Mulloy,Geographic Township,Administrative Area,GEOG,49.9063889,-84.7947223,Cochrane,1962-12-31
FDKTW,Mulloys,Dispersed Rural Community,Populated Place,UNP,45.0758333,-75.4033333,Dundas,1967-11-30
FDINI,Mulmur,Geographic Township,Administrative Area,GEOG,44.1947222,-80.1013889,Dufferin,1962-12-31
FELWP,Mulmur,Township Municipality,Administrative Area,MUN2,44.1875000,-80.1018300,Dufferin,1951-01-01
FDKUI,Mulmur,Dispersed Rural Community,Populated Place,UNP,44.1199700,-80.0073700,Dufferin,1950-06-02
FDINJ,Mulock,Geographic Township,Administrative Area,GEOG,46.4946900,-79.3173500,Nipissing,1962-12-31
FDKTY,Mulock,Dispersed Rural Community,Populated Place,UNP,44.2257400,-80.9229000,Grey,1944-12-07
FDKTZ,Mulock,Dispersed Rural Community,Populated Place,UNP,46.4550400,-79.3723700,Nipissing,1933-10-03
FDINK,Mulvey,Geographic Township,Administrative Area,GEOG,49.9047222,-83.3777778,Cochrane,1962-12-31
FCFIU,Muncey,Dispersed Rural Community,Populated Place,UNP,42.8213200,-81.4409400,Middlesex,1948-04-19
FDIVZ,Munro,Geographic Township,Administrative Area,GEOG,48.5808700,-80.2084700,Cochrane,1962-12-31
FCFJJ,Munro,Dispersed Rural Community,Populated Place,UNP,43.4209600,-81.2378200,Perth,1950-07-06
FCFJR,Munroes Mills,Dispersed Rural Community,Populated Place,UNP,45.1980555,-74.6994444,Glengarry,1969-09-04
FOBQK,Munsee-Delaware Nation,First Nation Administrative Location,Administrative Area,MUN2,42.7879923,-81.4683008,,2023-09-14
FESWD,Munsee-Delaware Nation 1,Indian Reserve,Administrative Area,IR,42.7994440,-81.4822220,Middlesex,1988-10-25
FDIWB,Munster,Geographic Township,Administrative Area,GEOG,46.8465200,-81.5178300,Sudbury,1962-12-31
FCFKE,Munster,Dispersed Rural Community,Populated Place,UNP,45.1645700,-75.9392700,Carleton,1936-10-06
FDIWC,Murchison,Geographic Township,Administrative Area,GEOG,45.5594445,-78.0380555,Nipissing,1962-12-31
FCFKK,Murchison,Dispersed Rural Community,Populated Place,UNP,45.5016667,-78.0230555,Nipissing,1959-01-15
FDIWD,Murdock,Geographic Township,Administrative Area,GEOG,48.0613000,-82.9196100,Sudbury,1962-12-31
FCFLD,Murillo,Dispersed Rural Community,Populated Place,UNP,48.4140550,-89.4654350,Thunder Bay,1936-11-10
FEZXQ,Murney Tower National Historic Site of Canada,National Historic Site,Administrative Area,PARK,44.2222220,-76.4902780,Frontenac,2001-01-12
FDIWE,Murphy,Geographic Township,Administrative Area,GEOG,48.5810500,-81.2701300,Cochrane,1962-12-31
FCFLI,Murphy Beach,Dispersed Rural Community,Populated Place,UNP,44.5858334,-79.3136111,Simcoe,1954-04-01
FCFLJ,Murphy Corners,Dispersed Rural Community,Populated Place,UNP,44.8138889,-77.7200000,Hastings,1947-06-03
FDSWP,Murphys Point Provincial Park,Provincial Park,Administrative Area,PARK,44.7827780,-76.2197220,Lanark,1990-12-31
FDIWI,Murray,Geographic Township,Administrative Area,GEOG,44.1500000,-77.6852778,Northumberland,1978-01-01
FDIWK,Murray Hill,Dispersed Rural Community,Populated Place,UNP,44.2611111,-78.4269445,Peterborough,1980-07-16
FIFZB,Murray Marsh Natural Habitat Area,Conservation Area,Administrative Area,PARK,44.1977780,-77.7680280,Northumberland,2011-04-07
FCFNO,Murray Mine,Dispersed Rural Community,Populated Place,UNP,46.5147223,-81.0647222,Sudbury,1965-04-07
FCFNX,Murvale,Dispersed Rural Community,Populated Place,UNP,44.3594444,-76.6530556,Frontenac,1950-09-07
FCFNZ,Musclow,Dispersed Rural Community,Populated Place,UNP,45.1280556,-77.8058333,Hastings,1948-03-02
FDIWO,Musgrove,Geographic Township,Administrative Area,GEOG,48.1467200,-81.3998600,Timiskaming,1962-12-31
FCFON,Musk,Railway Point,Populated Place,UNP,47.9472222,-83.7011111,Sudbury,1952-08-14
FIEDE,Musk Lake Conservation Reserve,Conservation Reserve,Administrative Area,PARK,50.1674900,-95.1136860,,2003-12-31
FOBVV,Musk-kosiminiziibing,First Nation Administrative Location,Administrative Area,MUN2,49.0658325,-94.3218626,,2024-07-04
FDIWR,Muskego,Geographic Township,Administrative Area,GEOG,48.2556000,-82.3067800,Sudbury,1962-12-31
FDNNR,Muskoka,District Municipality,Administrative Area,MUN1,45.1387000,-79.3495700,Muskoka,1970-10-19
FDIWY,Muskoka,Geographic Township,Administrative Area,GEOG,44.9496000,-79.3649000,Muskoka,1962-12-31
FCFPX,Muskoka,Dispersed Rural Community,Populated Place,UNP,44.9118100,-79.3742500,Muskoka,1975-12-31
FCFPZ,Muskoka Beach,Dispersed Rural Community,Populated Place,UNP,44.9615600,-79.3696200,Muskoka,1932-07-06
FDIXA,Muskoka Falls,Dispersed Rural Community,Populated Place,UNP,44.9979600,-79.2987700,Muskoka,1954-03-04
FELWR,Muskoka Lakes,Township Municipality,Administrative Area,MUN2,45.1050000,-79.5844444,Muskoka,1971-01-01
FCFQF,Muskoka Lodge,Dispersed Rural Community,Populated Place,UNP,45.2322223,-79.2483334,Muskoka,1951-01-17
FEIJT,Muskrat Dam,Dispersed Rural Community,Populated Place,UNP,53.4053500,-91.7657200,Kenora,1975-06-17
FOBRV,Muskrat Dam Lake,First Nation Administrative Location,Administrative Area,MUN2,53.4040192,-91.7799477,,2023-09-14
FESZW,Muskrat Dam Lake,Indian Reserve,Administrative Area,IR,53.4108330,-91.7058330,Kenora,
FDQBN,Musquash,Geographic Township,Administrative Area,GEOG,48.1519444,-84.7313889,Algoma,1975-07-03
FEQTE,Musselman's Lake,Dispersed Rural Community,Populated Place,UNP,44.0269445,-79.2711111,York,1987-10-30
FDIXD,Mutrie,Geographic Township,Administrative Area,GEOG,49.8561111,-93.2791667,Kenora,1962-12-31
FDLKH,Muttonville,Dispersed Rural Community,Populated Place,UNP,44.9182300,-75.2263100,Dundas,1963-11-08
FDIXH,Myers Cave,Dispersed Rural Community,Populated Place,UNP,44.8418100,-77.1211100,Frontenac,1970-09-22
FDLKW,Myrehall,Dispersed Rural Community,Populated Place,UNP,44.3436111,-77.2308333,Hastings,1952-01-17
FDLLA,Myrtle,Dispersed Rural Community,Populated Place,UNP,44.0083333,-78.9650000,Durham,1950-05-04
FDLLM,Myrtle Station,Compact Rural Community,Populated Place,UNP,44.0180600,-78.9690400,Durham,1950-05-04
FEAZB,Nadjiwon,Geographic Township,Administrative Area,GEOG,47.9775000,-84.0802777,Algoma,1975-07-03
FIEUT,Naftel's Creek Conservation Area,Conservation Area,Administrative Area,PARK,43.6667000,-81.7000000,Huron,
FDJEQ,Nagagami,Geographic Township,Administrative Area,GEOG,49.3800000,-84.9841667,Algoma,1962-12-31
FEPTU,Nagagami Lake Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,49.4336111,-84.9694444,Algoma,1990-12-31
FDYBE,Nagagamisis Provincial Park,Provincial Park,Administrative Area,PARK,49.4633900,-84.7465100,Algoma,1990-12-31
FDLNC,Nahma,Dispersed Rural Community,Populated Place,UNP,49.0152777,-80.9597222,Cochrane,1950-01-16
FIEDG,Nahma Bog and Poor Fens Conservation Reserve,Conservation Reserve,Administrative Area,PARK,48.9692100,-80.9084730,St John,2005-12-31
FEAZC,Nahwegezhic,Geographic Township,Administrative Area,GEOG,47.0164400,-83.7818100,Algoma,1975-07-03
FOBUH,Naicatchewenin,First Nation Administrative Location,Administrative Area,MUN2,48.8595421,-93.5731467,,2023-09-14
FDHXV,Nairn,Geographic Township,Administrative Area,GEOG,46.3283700,-81.6299000,Sudbury,1962-12-31
FDLNJ,Nairn,Dispersed Rural Community,Populated Place,UNP,43.1113700,-81.5579200,Middlesex,1950-05-04
FEUWG,Nairn and Hyman,Township Municipality,Administrative Area,MUN2,46.3564400,-81.6376100,Sudbury,1998-01-01
FDLNL,Nairn Centre,Community,Populated Place,UNP,46.3322800,-81.5817800,Sudbury,1992-06-23
FDLNO,Naiscoot,Railway Point,Populated Place,UNP,45.6711111,-80.4580556,Parry Sound,1950-10-05
FIEDI,Naiscoot Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.6463680,-80.3137750,Harrison,2003-12-31
FESZX,Naiscoutaing 17A,Indian Reserve,Administrative Area,IR,45.6775000,-80.4819440,Parry Sound,2002-09-03
FDHXW,Nakina,Geographic Township,Administrative Area,GEOG,50.1605200,-86.6482100,Thunder Bay,1962-12-31
FDLNT,Nakina,Compact Rural Community,Populated Place,UNP,50.1790180,-86.7099310,Thunder Bay,1949-12-01
FEVLE,Nakina Moraine Provincial Park,Provincial Park,Administrative Area,PARK,50.1166670,-86.7000000,Thunder Bay,1994-12-08
FIEDK,Nakina Northeast Waterway Conservation Reserve,Conservation Reserve,Administrative Area,PARK,50.3925930,-86.2399870,,2004-12-31
FDLNU,Nakoma,Urban Community,Populated Place,UNP,43.2109800,-79.9932000,Wentworth,1974-08-01
FDHYB,Nameigos,Geographic Township,Administrative Area,GEOG,48.7329500,-84.6962800,Algoma,1962-12-31
FDHYC,Nansen,Geographic Township,Administrative Area,GEOG,49.2552778,-82.1733333,Cochrane,1962-12-31
FDSDU,Nanticoke,Urban Community,Populated Place,UNP,42.8097222,-80.0719444,Haldimand,1974-04-01
FDLPQ,Nantyr,Dispersed Rural Community,Populated Place,UNP,44.2963889,-79.5738889,Simcoe,1950-09-07
FDLPR,Nantyr Park,Urban Community,Populated Place,UNP,44.3009700,-79.5387600,Simcoe,1961-11-21
FDLPW,Naongashing,Dispersed Rural Community,Populated Place,UNP,49.2508334,-94.5327778,Kenora,1974-12-31
FESWE,Naongashing 31A,Indian Reserve,Administrative Area,IR,49.2513890,-94.4972220,Kenora,1990-12-31
FESWF,Naongashing 35A,Indian Reserve,Administrative Area,IR,49.2511110,-94.4972220,Kenora,1990-12-31
FOBPX,Naotkamegwanning,First Nation Administrative Location,Administrative Area,MUN2,49.4089794,-93.9587937,,2023-09-14
FDGEA,Napanee,Community,Populated Place,UNP,44.2475000,-76.9538889,Lennox and Addington,1998-01-01
FEPQI,Napanee Conservation Area,Conservation Area,Administrative Area,PARK,44.2459980,-76.9481560,County of Lennox and Addington,
FDLQW,Naphan,Dispersed Rural Community,Populated Place,UNP,44.3658333,-77.2033333,Hastings,1952-01-17
FDLQX,Napier,Dispersed Rural Community,Populated Place,UNP,42.8684800,-81.7688700,Middlesex,1947-05-06
FDLRE,Napperton,Dispersed Rural Community,Populated Place,UNP,42.9569444,-81.7077778,Middlesex,1973-10-13
FDLRL,Narrow Lake,Locality,Populated Place,UNP,51.2174200,-92.7798400,Kenora,1946-12-03
FDLRV,Narrows,Dispersed Rural Community,Populated Place,UNP,44.3983334,-75.9175000,Leeds,1968-01-22
FEVQL,Narrows Island Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.9336150,-80.1018230,Nipissing,1997-07-04
FDMTA,Narva,Dispersed Rural Community,Populated Place,UNP,44.1985100,-81.3561800,Bruce,1945-12-07
FDMTH,Nashville,Dispersed Rural Community,Populated Place,UNP,43.8422223,-79.6613888,York,1950-07-06
FDHYN,Nassagaweya,Geographic Township,Administrative Area,GEOG,43.5334200,-80.0329200,Halton,1962-12-31
FDHYP,Nassau,Geographic Township,Administrative Area,GEOG,49.6438889,-84.1819444,Cochrane,1962-12-31
FDMTK,Nassau,Compact Rural Community,Populated Place,UNP,44.3516667,-78.2897222,Peterborough,1960-09-01
FDHYQ,Natal,Geographic Township,Administrative Area,GEOG,47.7154900,-81.1365300,Sudbury,1962-12-31
FDMTX,Nation Valley,Dispersed Rural Community,Populated Place,UNP,45.0709800,-75.2791900,Dundas,1950-01-16
FEVIF,National Capital Region,Region,Administrative Area,GEOG,45.2889000,-75.8100000,Carleton; Russell,1958-12-31
FDMUE,Naughton,Compact Rural Community,Populated Place,UNP,46.4011111,-81.1925000,Sudbury,1944-08-04
FDMUI,Navan,Compact Rural Community,Populated Place,UNP,45.4201400,-75.4270700,Russell,1950-01-16
FEAYW,Naveau,Geographic Township,Administrative Area,GEOG,47.8819444,-84.6780555,Algoma,1975-07-03
FDMUJ,Navilus,Railway Point,Populated Place,UNP,48.4941667,-89.1000000,Thunder Bay,1936-11-10
